#Python Generated Data File
41476 natoms
1 atom types
0.0 168.35533849569487 xlo xhi
0.0 145.79999999999998 ylo yhi
0.0 28.05922308261581 zlo zhi
84.17766924784743  0.0 0.0 xy xz yz 

Atoms

1 1 0.0 0.0 0.0
2 1 0.0 0.0 7.0148057707
3 1 0.0 0.0 14.0296115413
4 1 0.0 0.0 21.044417312
5 1 1.1691342951 1.1691342951 2.3382685902
6 1 1.1691342951 1.1691342951 9.3530743609
7 1 1.1691342951 1.1691342951 16.3678801315
8 1 1.1691342951 1.1691342951 23.3826859022
9 1 2.3382685902 2.3382685902 4.6765371804
10 1 2.3382685902 2.3382685902 11.6913429511
11 1 2.3382685902 2.3382685902 18.7061487217
12 1 2.3382685902 2.3382685902 25.7209544924
13 1 2.7662014427 0.7412014427 0.0
14 1 2.7662014427 0.7412014427 7.0148057707
15 1 2.7662014427 0.7412014427 14.0296115413
16 1 2.7662014427 0.7412014427 21.044417312
17 1 3.0794700329 5.104470032900001 4.6765371804
18 1 3.0794700329 5.104470032900001 11.6913429511
19 1 3.0794700329 5.104470032900001 18.7061487217
20 1 3.0794700329 5.104470032900001 25.7209544924
21 1 3.5074028853 3.5074028853 0.0
22 1 3.5074028853 3.5074028853 7.0148057707
23 1 3.5074028853 3.5074028853 14.0296115413
24 1 3.5074028853 3.5074028853 21.044417312
25 1 3.9353357378 1.9103357378000003 2.3382685902
26 1 3.9353357378 1.9103357378000003 9.3530743609
27 1 3.9353357378 1.9103357378000003 16.3678801315
28 1 3.9353357378 1.9103357378000003 23.3826859022
29 1 4.248604328 6.273604328000001 0.0
30 1 4.248604328 6.273604328000001 7.0148057707
31 1 4.248604328 6.273604328000001 14.0296115413
32 1 4.248604328 6.273604328000001 21.044417312
33 1 4.3632685902 0.3132685902 4.6765371804
34 1 4.3632685902 0.3132685902 11.6913429511
35 1 4.3632685902 0.3132685902 18.7061487217
36 1 4.3632685902 0.3132685902 25.7209544924
37 1 4.6765371804 4.6765371804 2.3382685902
38 1 4.6765371804 4.6765371804 9.3530743609
39 1 4.6765371804 4.6765371804 16.3678801315
40 1 4.6765371804 4.6765371804 23.3826859022
41 1 5.1044700329 3.0794700329 4.6765371804
42 1 5.1044700329 3.0794700329 11.6913429511
43 1 5.1044700329 3.0794700329 18.7061487217
44 1 5.1044700329 3.0794700329 25.7209544924
45 1 5.4177386231 7.442738623100001 2.3382685902
46 1 5.4177386231 7.442738623100001 9.3530743609
47 1 5.4177386231 7.442738623100001 16.3678801315
48 1 5.4177386231 7.442738623100001 23.3826859022
49 1 5.5324028853 1.4824028853 0.0
50 1 5.5324028853 1.4824028853 7.0148057707
51 1 5.5324028853 1.4824028853 14.0296115413
52 1 5.5324028853 1.4824028853 21.044417312
53 1 5.8456714755 5.8456714755000005 4.6765371804
54 1 5.8456714755 5.8456714755000005 11.6913429511
